,text
395,「フェネックの中あったかいのだ～～！」 https://t.co/Qx4HjKJ6GU
396,#山手線 #恵比寿駅 #E235系 がホームドアあるのに #人身事故 発生した。1番ホームにはカバンが落ちている。 https://t.co/6i52m1VPf2
397,"描きました。
えろｈ…じゃなくて、環いろはちゃんです。 https://t.co/eYRsms7CYJ"
398,心の狭い人がクソリプするわけなんだが…
399,ツイッター始めてもう8年くらいになるけど、始めたばかりの頃は「FF外から失礼します」なんていう文化なくて、むしろツイッターの性質上外から失礼されるのが当たり前だと思うんだけど、いちいちそれを言わないと無礼、失礼、マナーがなってないってことになるっ…
400,"「彼はさだまさしです」
「He is Sad mad assassin」"
403,なんか舛添前都知事がテレビ番組に出て、カップ麺を食べる貧乏生活を主張されているらしいですが、完全にダウト。節約の実態を知らない人はすぐにカップ麺＝貧乏生活と思い込みがちですが、本当にコストをセーブできるのは米とパスタです。カップ麺など贅沢品！相変わらず…
404,"施工者「建物できたし、換気とか排水とか設備まわすやで」
小池「ちょっと、まだ移転させないわよ、とめときなさいよ、無駄じゃないの！！！」
施工者「えっどうなっても知らんで？」
小池「アテクシが止めろっつったら止めるんだよ！！このハゲー！！！！」
　↓…"
405,"「このアカウントパクツイbotなんだけど」
Twitter「知らん！」
「このアカウントスパム広告ばっかりなんだけど」
Twitter「好きにしろそんなの」
「この絵師がムカつく」
Twitter「OK！凍結しといた！」
みたいなイメージが(実態はとも…"
406,１５年前、文科省さんが公立学校エアコン設置の予算つけようとしましたが財務省さんに反対されました（「北海道東北北陸を外す」という地方格差を容認する条件ですら認められなかった・・・コレ通ってたらエアコンはかなり設置されたのに・・・） https:/…
408,ちょっと待てよ！！！！！！ https://t.co/b9GfNozTT0
409,"サンシャイナー｢西武のレッドアローにAqoursのラッピングがなされるなら特別車内放送もあるぞこれ！
予約したろ！｣

高海千歌｢みんなー、今日は西武鉄d｢ウォオオオオオオオオオオオン(抵抗制御のおと) カタタタタタカタカタカタタタ(カム軸の…"
410,githubでブランチを切りすぎたかみなさんの挑戦お待ち
411,これを見てアニメーション制作会社ufotableの凄さを是非知って欲しい… https://t.co/671HgNgQXw
412,僕の知らないscss界隈があってやっぱスタイリングって闇だなと思った次第でした。
423,「日暮里」「代々木」「御徒町」あたり相当な難読地名だと思うんだが、あいつら首都をいいことに「日本人なら読めるっしょ？」みたいな顔をしてるのが気に入らない
424,みこーんrkgk https://t.co/po3L9HrX0g
425,今日は、#茨城県知事選挙 の投票日です！！！ https://t.co/B8M43Z8qfB
426,"絵師「お前殺すぞｗ」
Twitter「はいアウト！凍結！ｗ」

恒心教徒「唐澤貴洋○す」
Twitter「ご報告されたツイートに問題は見つかりませんでした」"
427,セックスしないと出られない部屋、設備が充実しまくっているので無理に出る必要はまったくない、だがそこに放り込まれた二人は共同生活を続けていくうちにセックスがしたくなる、しかしこの贅沢三昧な日々を抜け出せば月手取り10万、築25年のボロアパートが待つ現…
428,"〇〇がいない！とか
〇〇が順位低いとか...

お前らに任せたらこうなるだろ！

#昭和VS平成 https://t.co/q91EFunFk2"
430,"吹奏楽部出身しか分からないこと選手権の入選作品を発表します。

全て画像にあります。
まだまだ沢山あります。 https://t.co/KydHDjUN3B"
431,"これすごい・・・
スリットの効果によってミッキーに見えてしまう錯視　だってさ https://t.co/nOiKQS65Aa"
433,"スタバなう！w ( ラーメン 山岡家 函館鍛冶店 in 函館市, 北海道) https://t.co/EYReYj2w6G https://t.co/D7JEZtEFNT"
434,"24時間テレビの裏で、障害者の方の「障害者ががんばってるの見てそもそも面白いですか？」というメッセージを流すの、ほんと攻めてるわ。
#バリバラ https://t.co/SdPriSfTan"
435,他にもワインの飲める大学を紹介。一枚目の画像。大阪工業大学の食堂は夜間になるとイタリアンレストランになりワインも飲める。２枚目。京都大学のレストラン。ワイン有。３枚目は首都大学東京内にあるレストラン。ワイン、カクテル有。本当にいくらでもあるんだっ…
436,チノちゃんヘアアレンジ② https://t.co/aKKz8A8NXk
437,24時間テレビについて思うのは、かつてはあの番組が障害者差別の解消に貢献したこと(始まった40年前は障害者差別が今より遥かに酷かった)。その過程で、「障害者=感動」の方程式が作られたこと。そして、障害者の社会参加が当たり前になった今、番組はその…
438,いろはちゃんの水着キャンペーンやってますけど、純真無垢ないろはちゃんが水着姿を晒すとは考えにくいのでこの件にも八雲みたまさんが一枚噛んでそうだなっていうアレです https://t.co/FXhDVRCiCa
440,"【情報】
渋谷でロッカー荒しにあいました。
交番で話をしたら、このロッカーは被害が多発していて、管理側も問題がある、ヤバイロッカーみたいです。
渋谷で遊ぶ人はここになるべく荷物を預けない方がいい。しぶや百軒店のアーチの真向かいです。 http…"
441,"続き）そんな記事という商品の集合体がブログ。

陳列商品すべてに魅力があるお店はやっぱり話題になりますし、逆にチープな商品しか売られていないお店は話題にならないのは、現実でもネットでも同じですね。

引き続き、ブログというお店をいかに魅力的にできるか…"
442,"【#SEO】ブログ記事って、お店で売られている商品と同じですよね。定期的に鮮度を確認してあげないといけないし、キャッチーな商品名（記事タイトル）をつけないと手にとって見てもらうこともできない。

そしていくらパッケージが派手でも、中身が伴っていないと…"
443,それと今回通報されたツイートですが、自分自身に対して〇すというツイートが通報の対象でした。
444,耐熱性 https://t.co/o3Eg7UQLWo
445,rkgk https://t.co/mdmEpWJ3CH
446,"24時間テレビのマラソン、TopGearだったら

「日本ではまだ車輪が発明されていないようですね、幸いにも私は文明人なのでこれを使います。日本人に理解できるかどうか分かりませんが……“““自動車”””と言います」

って言われる。"
447,雪美ちゃんの水着が素晴らしいって話 https://t.co/qIAiYfrLLh
448,"タレントが戦争になったら戦場に行きたくないたら偉い人からどうぞたら言ってるけど、現在の日本の防衛ドクトリンはイキナリ本土決戦なので「戦場に行く」んじゃなくて「日本が戦場になる」んだよ。
そう言う心配は、他国並みに策源地攻撃の能力持ってからの話で、今は、その…"
449,2017年になってもニコニコ動画の生放送の映像ブツブツ切れる
450,東大法学部に計量分析の授業がありません。計量政治学が盛んな今日でも、米大の教授が夏に帰国して研究者志望向けに集中講義する以外ない。つまり、東大法・官僚志向でデータ分析を齧ったことある人は非常に少ない。これは、中央官僚がデータによる政策評価…
451,"個人的には24時間テレビの企画自体もうやめなよ時代に合ってないよという気持ちしかないんですが、それを抜きにしても小児喘息を言い訳にせずという物言いは本当に酷いと思いました。
小児喘息は言い訳とかじゃなく病気です。無理させることを良いこととするのは…"
452,納品されたDellのノートパソコンを開いたらMacOSが立ち上がった https://t.co/SNw6LHUA14
453,"まじか！これすげぇ戦略だな。
「ブルーベリーが目に効く」は第二次世界大戦中にイギリス軍が流したデマが元だった #SmartNews  https://t.co/t43OIfzO9l"
454,もうすぐ夏も終わりですね。 #けものフレンズ https://t.co/nOZiY1hRtJ
456,［韓国］後続車がハイビームをつけるとリアウィンドウに幽霊が現れるステッカーを貼り周囲のクルマを驚かせた罪で30代の男を逮捕。 https://t.co/EBPw1oxMxq
457,"絵師アカウント凍結騒動
人は愚かである権利もあるので、問題の本質は「環境を良くすための精度が悪用されている」という点なので、凍結された人に下記窓口を教えてあげてほしい

アカウントの凍結またはロックに異議申し立てをする。
https://t.co/f…"
458,耳鼻科の先生に「ガイジ…ですかねぇ…」って言われて初対面でくっそ煽られたかと思ったら外耳炎のことだった
459,あまりにもステージに馴染んでるから、任天堂がふざけてこういうデザインにしたのかと思った...w https://t.co/IiQq1Tx2fu
460,知り合いの食品加工業者から、「会社の電話番号の下4桁が、0157だが、やはり変えたほうがいいだろうか」という相談を受けた。
463,"古舘伊知郎時代の報ステ：「古舘伊知郎嫌い」「やる気ないでしょあの人」「オープニングは好き」
富川悠太時代の報ステ：「熱盛ッ」「ﾝｱﾂﾓﾘｨｲｯ!」「ﾝﾅｧﾂﾓﾘｲｨﾝｯ!!」「ﾝｧﾅ--ｧｱｱｱﾂﾓﾘｲｲｲｲｬｯｯｯ!!!!」"
464,大学のゼミで指導についた玉藻先輩に最近ろくな物食べてないって話したらご飯作ってくれるって話になった、的なの描いた（何年か前のエイプリルフールのJDキャス狐） https://t.co/W2WIBymUga
465,"人工知能でなんとかできるのがFacebook
人工知能でなんとかできないのがTwitter"
466,アカウント凍結担当者がブラックな環境で働かされて頭が回らなくなりとりあえず報告が多いアカウントから凍結させている説
475,twitter社さんもうすこし通報受けたアカウントのことよく見てから凍結なりロックなりしてくれませんかね・・・このままだと無法地帯と化してしまうぞ・・・
477,草 https://t.co/N1YSzeys2G
478,サンデードライバーが右車線トロトロ走ってる時の心境 https://t.co/wV8c2bO54U
481,現実的な話やめたれーや！ #fujitv https://t.co/ffgd319IK9
483,"◆新興国も仕事消滅◆
Wi-Fi捕まえにシンガポールのマックに来たら、タッチパネルでカードor電子決済だった。

現金のレジもあるけど長蛇の列。

レジ定員の「スマイル0」も伝説になりつつあるなぁ

Wi-Fi設定の国選択欄は、中国やインド…"
484,事故物件をググってたら、事故物件に住んでる芸人がシャワー浴びてる時に鏡に指で書いたような文字が「シ」と浮かび上がってきて次はきっと「ネ」だ怖い…と思ったら最終的に「シャンプー」と浮かび上がってシャンプーボトルを確かめたらカラで換え時を教えてく…
486,今までで一番ヤベェ部屋に泊まっています https://t.co/UEBWrsvcai
487,"全国各地のインターネット障害で、米IT大手グーグルは原因がグーグルにあったと認め、謝罪する声明発表。
 https://t.co/qCMUopKWlE"
488,"いや私もそう思うよ村尾さん。

#NewsZERO https://t.co/bDdlPhs4df"
489,"神ギ問「31アイスのダブルの組み合わせは1024通り！」
ｼｭﾊﾞﾊﾞﾊﾞﾊﾞﾊﾞｯ
ワイ「バニラの後にバニラは選ばんやろ！組み合わせとしておかしい！」
31アイス店員「私のおすすめは大納言あずき+大納言あずきです！」
ワイ「えぇ……」"
