,tweet_id,text
1839,895891128385290240,ウニャーン
1840,895890368662650880,ニャーン
1856,895864579128909824,ありがとナス
1857,895864169035055109,あとでブログかなんかに引用していいですか
1858,895863497552048129,キリスト教の世界では仏なんてものはそもそも居なくてですねうんぬんかんぬん、世界史も知らない人に勧誘されたところで響かない、お祈りの時間を有効活用すべきではなどにもキレイに返してくるのでヤバイ途中からスマホでヘルプツイートに対する説教に変わったので多分語彙は切れてたのかも
1860,895862616085614593,このツイート受け取った直後に親から普通に用事で電話きたので助かりました👏
1864,895857937389764608,トイレの方向と出口が別方向なので、何かいい方法ないですかね
1911,895431035822891013,就活あるはずですし来年なら会えそうですな
1913,895429910319177728,完全に入れ違いですなぁ残念
1916,895265982213636096,早いですが東京行き決まりました確定で9月1日〜12日
1918,895179914680389632,なるほど無知
2001,894847407120203777,東京いました今から帰ります多分また来ます、来たい、会社の金で
2071,894206763712495618,まぁ多分またインターンで来れるでしょう来たい受かれ
2074,894205516896903168,明後日までなお明日明後日合宿インターンでその後終電で帰るので今日しか遊べなかった
2120,894114314876895232,お疲れ様です
2124,894108636393254912,それが情弱ウェイはいとも簡単に引っかかるメルカリとか某洋服通販名前忘れたのツケ払いで問題になったの見れば明らか
2126,894084543413485568,ちらし
2128,894084380443815937,なふだ
2135,894074573892665344,ないんでいいです
2140,894070212785430529,メトロ券でめっちゃ元取れそう
2142,894069957968789504,デメリットはマルイというリア充♡エンターテイメント施設に入らなければならないこと
2143,894069807254876161,それ明日メトロ24h券使う為に乗り換えるだけ
2146,894068345443463168,無理なので東京いるなら即発できるとこで作ればいいのでは。エポスカードならマルイでその場でもらえるで
2162,894056778874314752,ウィッス
2164,894056576046292993,イクイク
2166,894055984728948736,草www
2171,894055375988707328,知ってたかw
2186,894038714531291136,でも首都圏民なのでは
2201,894027490020032513,俺は前のスマホが結構酷かったので現状修正待ちでも満足してるけど、今のスマホで満足してる人間が買い換えるのはあまりオススメできないかもね
2202,894026649154367488,ああ、たしかに症状に覚えあるわ。って感じのがここに羅列されてるので、参考に
2203,894026079513452544,最も致命的なのは通話中にだんだん通話音声品質がどんどん落ちていって最後には相手に自分の声が聞こえなくなることかな。これは流石にふざけるなといった感じこの辺の不具合が次回のファーム更新で直ってくれると信じる信仰心とデザインが好き過ぎて辛い気持ちがあるなら買えばいいんじゃないかな
2204,894025577753042944,まぁ巷で言われる充電中にタッチ精度が極端に落ちてキーボード入力がままならなくなるGPSアプリ使うとごくごくたまーに極端にレスポンス遅くなる暗いときにシャッタースピードが極端に遅くなって絶対ブレるとかはフルコンボだドンなので、まぁファーム待ち開発中らしいって感じ
2221,894016582313062400,そうか、NuansNeoが欲しいのか。そなたは正直でおじゃるな。代わりにお使いを頼まれようぞ▶
2224,893888301408542720,これ
2242,893845595076440064,わーい当たったJDに当てはまりそうな路線はJR東管内全域で考えてもなさそうですね
2248,893836366319992832,JSもあるんでしたっけ湘南新宿ラインとかかな
2258,893831950573617152,行かないです行きたい
2307,893490311212572672,残念ながら普通に男女リーマンカップルでしたね
2315,893484808814247936,悩みましたがモバトクで抑えてしまったので、キャンセル料宿泊費と天秤にかけて諦めることにしました
2317,893482114519252997,今回は日曜日以外はかなりハードスケジュールなんですぞ
2343,893457643313942529,渋谷ですw
2371,893306890708439041,平野な上に周り海だからね、仕方ないね
2408,893259084937306113,あと、もう一つ。現代のウェブサイトはスマホからの利用が78割を占めると言われているので、パソコンでの見た目よりスマホでの見た目を優先してデザイン設計しないと駄目よ。火狐にもあったか知らないけど少なくともChromeだもモバイル表示でのプレビューに対応するから試すといいよ
2412,893248705289101312,実はソースまだ見れてないんだけど、PageSpeeaInsightsの分析結果とアドバイスを元にCSSやJSの読み込み順序、スタイルの適用の仕方とかを見直す動画タグのロゴはgifに直すスマホだと動画は自動再生されない地図のサイズ見直しEZmap使うといいよ
2415,893159825802092544,えっ
2453,892991221068517376,まーまー、気楽にいこーよーCVフェネック
2461,892989504050429952,やめなさい
2462,892989410177802240,死んでしまうような面接なんて捨てちまえ
2463,892989161866743808,だめだろ
2465,892989055452848129,いえあ
2506,892798149105811456,MSはクソって、はっきりわかんだね。やっぱりLinuxですよ。
2530,892535228144566272,もしかして→拒食症
2570,892382595236876292,あとはポイント系がおサイフケータイ対応してくれればRWにケータイ置きっぱなしで喋るだけですべてが終わるのに
2613,892372405452103681,その代わりfor文とかみたいにたまに変な書き方するのもご愛嬌よね
2622,892333243629842432,Pythonはいいぞ少しできる程度だが一番マトモに書けるのこれしかない並感
2650,892203633399349248,PANってプロファイルとしてあるのでやはりプロトコルかと
2652,892202196963434496,あれ、プロトコルではないんか
2690,892035276050059268,ウェルカァム久々に見かけたのでつい
2691,892034958809636864,当たり前だよなぁ
2692,892034406340218880,でも今週末日曜日は東京滞在するものの予定開いてるのですよ
2698,892026996556914689,いいかコミケってのは萌え本ばかりが同人誌じゃないんだぜ
2703,892025749489688577,わかる👍
2704,892025642195144704,それな〜
2805,891675907970154496,👏👏👏👏👏
2813,891570707779297280,全く同じものをフロント左右2基おいてて、センタースピーカーは省いて、ウーハーだけ中古で買って41ch環境を実現。格安サラウンドシステムいいぞ
2816,891568678361219072,それが僕ですので
2829,891556553978806273,1ドライブスピーカーでいいならFOSTEXスピーカーボックスP800Eこれに、お好みのドライバーピンきりを積めばまぁ5000円程度でそこそこの高音質のスピーカーが作れる
2837,891553340772962304,スピーカー自作もありかと
2865,891523096938557442,圧倒的にソニー銀行。ジャパンネット銀行は正直ヤフオクの金が即金で入るのとファミマカードとキャッシュカードが一体にできるくらいしかメリットない。ソニー銀行作るなら俺かに一報いれてね。色々あるので
2953,890960336425148416,バイトの飲み会としては過去最高に楽しかったです
2954,890959633237426177,2次会終わりだし仕方ないね
2969,890884613031182336,それが現在イオンの手によって潰されようとしていますダイエー系列百貨店、なお経営状況
2977,890777202228318208,五稜郭は変わらず潰れたダイエーに代わりシエスタ無印は出来た、駅前が絶賛沈没中なのでトータルでは衰退してる
3054,890413257084686338,ブラウザ用は存じ上げないですねそれこそフィーチャーフォン時代に使ってたおすすめのモバツイはサービス終了しましたのでAndroidの「ESエクスプローラー」というアプリからBluetooth経由でapkファイルをガラホに転送してインストールが安牌かと
3077,890245961309593600,それより有人レジだとあんな感じの表示でるんね蔦屋書店はデフォがセルフレジなので有人レジで通す機会がほぼない
3106,890233504499290113,今気づいたけどほんとだ、しかもQ
3112,890232794370105344,ankerでこれ対応のバッテリーだしてくれー
3149,890090093666590720,沼
3188,889875158004940800,普通に笑うでしょ
3225,889818432983539713,おかげで昭和石川民が産業クソ道路をバイパス出来るんだよなぁ
3230,889809954487508993,楽しい
3273,889664425409495041,バレるんだよなぁ
3274,889664027638456324,嘘なんか。だめだよ嘘ついちゃ
3276,889663854552035332,マジかすげぇ
3277,889663763107926016,ごめんなさい
3280,889663402586521600,そうだよ
3285,889499872788795392,悲しいな
3286,889499786071523328,おめでとう👏👏👏
3287,889499710490148873,いや、現実世界での話
3288,889499581951557633,それ違法なやつじゃない
3289,889499511055241218,流行りの象牙ですか
3441,889282253716455424,ほんとこれ。クソサイトとしてグーグルに通報できる機能が欲しい
3509,889119235712008192,駄目です😫
3512,889117013523615744,何故か北海道ではまるちゃん勢力強いせいなのか同じ価格帯の日清麺職人ばかり値下げしてて辛い
3514,889115940771610625,麺作り味噌は味噌ラーメンカップ麺の中で一番好き。正麺より美味しい
3534,889110724273766400,僕まるちゃん麺作りの味噌にごはんぶっこむの好き
3536,889109016495796225,いいこと聞いたゾ
3537,889108864070688768,これなんだけど、微妙に使いにくいのでアプリ自作したみある
3538,889107998521438208,ちなみに1年以上過ぎてましたが多分乾燥物なので大丈夫です
3617,888784300165873664,実際には部屋にガッチリと効くような空調がないのでそれが抑止力になってる感ある
3619,888744886316302337,正直不思議。知名度と広告戦略ゥですかねぇ
3621,888743519438884864,メルカリアカウント作らされるし、デザインも似てるから間違えても仕方ないかなって感じする。アッテ、取引の敷居が低くて楽だから大型の物とかだとヤフオクよりいい
3622,888742103391416320,メルカリ運営よ。多分さっきのツイのは勘違いかと
3713,888475478528376832,だからそのテレビがないと言ってるやろ
3729,888466728358780928,おお行くか
3764,888454148491845633,この錯誤感がアップルには足りないんですよ違
3773,888421220227481600,kitkat積んでますね
3777,888406170607603712,3000
3808,888358766827061248,ですかねぇ。とりあえず、撮ったあとに必ずブレるので、多分想定されているよりも相当シャッター開放時間長くなってるんじゃないかと思います。明るいとこでもブレるので
3841,888001346179170304,Androidの壁紙をしたガラケーだと思われたかとw
3846,887894326499434496,ウィッス
3847,887882556166754304,金くれ
3850,887873553474793472,早く脱函したい
3852,887870108185407488,これが当たり前に車でされるのが函館一治安と生保率の高い亀田港万代地区ですよ
3876,887640802687565826,ハァハァねぇ君のパンツ何色
3877,887640696340889600,あるわけないやろ〜wwww
3878,887640612954021888,わかる
3879,887640512869482497,5000兆円
3882,887639688084729857,森鴎外
3883,887639615821107200,うんこもりもり
3885,887639347834441728,僕もびっくりだよ
3900,887511287286030336,なるほど
3919,887466299755864064,おめでとうございます
3965,887263641069731840,ぬるぽ
3968,887262422360248322,Heysiri
3979,887147748822204416,見たきゃ見せてやるよ大学にいるなら
3995,887132154093686784,無視してそっとスパブロ
4076,886802430939119616,イオンモール
4134,886570324229185537,ADSLのマンション契約は地獄だなぁそれだと大家さんに光VDSL化してくれと嘆願するしかないかなpingの速度がどれくらい不安定かによってはモデム交換だけで改善の可能性あるかも
4137,886567142342000640,ADSLなら話は変わるけど、ケーブルテレビなら会社に問い合わせてみると色々相談乗ってくれるよ。モデム不調なのか、回線混んでるのか、契約速度上の問題なのかとか
4172,886531959849066496,駅看板がボロくなったのを取り替えていないのかもしれない
4175,886530593881677824,それ廃駅じゃなくてただの無人駅とかない
4177,886511461496872961,ノリとしては僕らは新世界で旅をするみたいな感じで
4181,886509719942078464,任せるが、自転車はなくてもいいかなーと個人的には思ってる
4182,886506748625920004,夏休みてくふぁんドライブ
4190,886505056572289025,はーい
4198,886503986785787905,どこ集合にする
4215,886496019063504896,まぁカード勧誘したくて入ったわけでもないのでもちろん成績いいわけでもないので暇で暇でうちのバイト先に転職するとのことです
4222,886492978113519616,行くかw
4225,886470945853947904,某茸のバイトではスマホ設定補助アルバイトと称してカード勧誘をさせられているそうな
4297,886019116737351680,バイトから戻ったら調べてみるかぁ
4301,886016357858279424,2段階認証有効にしたらロボット判定うんぬんって表示になったんですよ
4303,885905641759358976,ツイッター、リファレンスは醜いしスパム対策はガバガバだし、エンドユーザガン無視の無通知仕様変更気まぐれでやるし本当に何したいんだ
4306,885904832762044416,クオリティフィルタ外しても通知こないってマジ
4309,885902466008494080,ただ単にツイッターサーバおかしいだけでは
4312,885901268165591040,来てないわこれ
4329,885898433986404353,全てはうにゃと俺旧アカから始まった
4338,885882908518502400,京都行きたい
4344,885882171600261121,元からやでたしかマイクラの某パブリック鯖経由
4346,885875711407304704,ここ2ヶ月で3回は止められてますな。過去2回は不正ログインでパスワード強制リセットするまでログインできません本当に不正ログインかどうかなんてユーザーじゃなきゃわからんのになに勝手に判断してんじゃ殺すぞ、さっきはロボット判定されましたとかでブロックされた
4348,885875108048273408,って付けようか。開発者と消費者無視の技術をまともに扱えないクソ企業だって
4440,885178470967394304,税
4453,885148786644795393,心の許容量が小さくなり、云々カンヌン思い浮かばなかった
4454,885148242698158080,てへぺろノωテヘ
4470,884999721823219713,はたして本当にそうだろうかと思ってこの前とは違うの頼んだが、うん。麺がいいのにスープが普通
4498,884702483641098240,まだ大学いる
4546,884382694347382785,なるほどね
4547,884380037104795649,あの棒を刺すだけでスタンドアローンで各種大手サイトの動画が手間なく見れる、こんな素晴らしいものはないですよ俺はプロジェクター用に使ってるけど
4549,884378685184200707,火棒いいぞ
4559,884373966634180608,まぁ個人の感想ですので、少なくとも、販売価格の倍ぐらいの価値はあると思う
4564,884372414380990464,俺の耳では6000円相当レベルの音質だと感じた
4570,884370963294429185,いいゾコレ
4582,884366155103649793,これで本当に3000円かよってレベル。相場だと67000円相当の音質。約半額。んでもって国産イヤホンに有りがちないやみったらしいドンシャリではなく、控えめな、中音がボヤけない程度の程よい心地よい感じ。素晴らしい。俺が今使ってるゼンハイザーのFX30に近い感じ
4681,883984074762706944,やはりこのへんは魚べいが最強かなワオンとidだけ切られてるだけで他ほぼオールオッケー、銀聯は知らん
4734,883880906984837121,メッセージは送れてるけど、相手がおやすみモードか通知切ってるので通知されないよって意味よ
4777,883652557872156672,だっけ知らん
4801,883629948933521408,ほへぇ小手試しなのかな
4806,883623372122341377,なぁんだでもなに建つんだろ
4809,883608178067251202,おサイフケータイが使えるので実質アップルペイ
4810,883608104159424512,うん本当に意味がわからない
4866,883186089506160640,残業しなければ大丈夫
5165,881830889855926273,来月の中頃過ぎから入社したいんであれば伝えとくだけ伝えとくで
5170,881829601240010753,来てくれると自動的に僕も昇給されるので早く来て
5173,881828482560294912,114514
5241,881453545479839744,RS3より圧倒的珍しいということでご勘弁w
5263,881171248113254401,👏👏👏👏👏👏👏👏
5287,881000926420455424,それな
5288,880999419834884096,えぇ困惑
5372,880756153931542528,その希望を抱いてたがそうなのかなぁ。遅延したとき用に38分くらい余裕あるからな気もする。RWでそこまでの情報のやり取りできるシステム仕様になってるのかなぁnimocaだとやりかねない気もする
5394,880731940759797760,ハイボールが美味すぎてあれってなった語彙力
5687,879648735432630273,MBAってW56とかW53とかの電波拾えないのかもしれない
5718,879545872714878976,技術無いやつは何使っても同じやしええやん。
5719,879545253572730881,逆になんで聞かないの自分の好きなもの作りたくないの聞くだけだぞ
5721,879544531414269953,だからjsonで書いてもいいかと聞くんだよあくしろよ
5722,879544146561605632,聞いてみればいいのでは
5730,879282353331249152,ういっす
5737,879279246958485505,おーすごいバックエンドrubyなのかぁ何かありましたらよろしくお願いします
5738,879276584485572608,私も現在ウェブ系の勉強してますので、リアクション大歓迎ですよノー現金さんのプログラマSEOサイドのアカウントとか需要あると思いますよいつもSEO系の話面白いので是非是非
5739,879273786733756417,クレヒスって大事だなぁというのを実感する瞬間ですね私も私事ではありますが、某社から親の名前未記入でS30貰ったときは嬉しかったです
5768,879211873723326468,この時期だとレガシーキャリアも高いし、繁忙期も値段基本変わらないJRに軍配が上がるのでは
5891,878632680706920448,ウィッス
5892,878631679023210496,80kmくらいかな。もしかしたらもっと遠くまで行くかもだけど
5907,878613761484922881,こちらも9時から恵山まで走りに行くやで
5921,878556267345616896,あれで柄組み合わせて被る可能性あるのかわいはスムースブラックとダークウッドのツートンにする予定
5925,878553959014596609,寄付して
5940,878549815625342976,おちんぎんしゅごいのぉぉぉ給料入ったのでMac代金払えますが、口座振込と現ナマどちらがよろしいでしょうか
5949,878510167557455872,はい。
5950,878508252362702849,今家居ますか
6092,877318039707934720,らしい他人のツイート見て知った並感
6093,877317965200236545,これは混雑不可避
6119,877144079011782657,ちなみに精算機1レーンにつき何台だった
6206,876754629890932736,優勝miniDPDVI変換は持ってた
6207,876719391647309824,ですよねぇ〜MBAってThunderboltってDPminiと五感あったよね
6262,876638471753842688,コーキングは掃除だったのか
6269,876618450352787457,男子はできなくても普通なのか世の中の女子はだれでもコーキングできるのかなぁるほどぉ
6278,876616009397948418,オブジェクトのメソッドがあるからわんちゃん
6316,876436516452442113,望みどおりめなっきーのパソコンだけダウンさせてやろうか◠‿◠
6332,876430999382507525,深夜急行がせたなまでに一回長距離走りたいって言うから付いていった感じ
6333,876427147753078786,strava見てね
6334,876426755916972032,昨日恵山迄走ってきたamp来週中間amp今日の水泳で腕死んでしばらく自転車乗れなさそうなのでかんべんしてくだあさい
6336,876426272611618816,まぁそういうブラック研究室を回避すればいいんじゃないかな鼻ホジ少なくとも12年のうちは夏休み春休みめいいっぱい休めるから、バイトでたんまり貯めた金で旅行できればよかったなぁ部屋のガラクタの山を眺めながら
6337,876425523789930496,そうだ、大学に行こう
6383,876121755789565953,おまんこ〜使ってどうぞ
6416,876047375290179584,赤乳首いいぞレッツノートのホイールパッドをくるくる回しながら
6419,876046982548078593,うっわすげぇ
6420,876046923852939267,トラックパッドのジェスチャーの使い勝手の良さ良い
6428,876008080869179392,ちなみにこの橋脚跡のような両脇の何か、これ戦前に戦時下に建設された未成線戸井線の遺構です
6470,875771503307915264,プロジェクターあるので間に合ってるので✋
6494,875505177511329793,もはや価格破壊通り越して価格核爆発
6568,875011723836637184,すまん明日バイトあるのでもう寝させてください22時くはいまでにはこれそうな日に来ていただければ
6583,874848409471119362,そやそや
6636,874483441986715649,本学で宣伝活動が必要そうですw
6716,874219529823371264,了解。明日研究室行くときに現物確認しますん
6718,874216655680712704,やったぜ。結局おいくら万円でいいです
6724,874215526347571200,わさびをワンタッチで載せるやつ
6752,874148968627707904,どこにいますか
6831,873704248399220736,slack
6833,873699574681968641,は
6896,873187349928198144,明後日は旅行行ってていないっす月曜なら午後は大丈夫かと
6897,873170634490003456,明日の15時くらいまでならいつでも
6898,873165285892644865,それ俺が聞きたいし、借りたんだから返しに来いよ感isある水木金なら11時前後にいつでも取りにいけるんだがどうだろ
6901,873139853923303424,間に合うから払え
6904,873090655228014593,私メリー。今、部屋の前にいるのGamePad返せコノヤロー※ツチノコボイス
6998,872474630581239809,ヤメロヤメロ
6999,872474545864663041,5万切るか切らないかくらいなら考えたい
7000,872473542343802884,メモリに難ありだけど、この世代だとそうなるよなぁおいくらくらい
7038,872316328476102656,ちなみにこんだけ食っても今日は748円なんですよ
7039,872315787964547073,えなんだって
7042,872248174043201536,́ωワン
7043,872246940838141952,やってみたらワンちゃんもう遅い
7044,872241511731150848,なるほど
7045,872241434308493312,yahooにtカード登録してなかった感じしてたらアプリでtカード代わりに出来るから救いがあるけどだめだったか
7046,872241083949867012,ビタミンb1だけのもあったけど、一粒辺りだとこっちのほうが成分量多いし、他のビタミンb群も入ってるからコスパいいなぁと思って
7047,872240792391176192,そこでTモバイルカードやなお事前にウェブ会員登録yahooと紐付してない場合詰む
7072,872001915835396096,イク
7086,871980278226538496,大沼ぐるぐる回って待ってるで
7087,871980278721400833,大沼ぐるぐる回って待ってるで
7089,871977632258154496,114514大沼に抜けるから大沼なら間に合うのでは
7092,871975410791100416,ここ
7106,871923190330564608,てまーにも行けなくはないんですよねぇって言ってたので行けって言っといた
7107,871917161647718401,君は試しに走ってきんしゃい
7108,871914337929121792,金曜日バイトのシフト入れちゃってるから走れないんすよ代わりに今から行ってこようかなと
7110,871908591350890496,最終型の可能性高いならなおさらこれでいい気がする安物ガジェオタなのであるそれに欲しい理由はMac環境でのウェブ系デバッグがしたいだけだから、最新のMacOSさえ走ってればこの際何でもいいのよね。まぁだからこそRatinaほしいかなと今になって思った次第
7112,871905183025946625,でもratinaとtypeCを求めないなら良くないか
7124,871762640434978818,実はまだ中身を見ていないのでわからないんですよ。ただ、フォトショとイラレ向けの物は確実に入ってるし、一応フリーの写真素材も入ってるそうです
7167,871662299978711040,自動再生は便利だと思いますが、せっかく余韻に浸りたいところなのに、再生画面がEDになると左上に追いやられる上にパット見ではどうすれば再生画面に戻れるか分からないUIなのが問題だと思うんです。アマゾンさんみたいにEDになると次のエピソードや関連作品を右下に小さく表示して欲しいです
7186,871587351171973120,やばい
7358,870851391769661441,めでたい👏
7405,870587825678237696,やはり雨に濡れずしてライドは難しそうですな中止にしますか
7422,870427232258228224,うーんこの
