,tweet_id,text
179,902716654307598337,NHKつけっぱなしにしてるんだけど札幌駅の中継で札幌駅のアナウンスの前の喚起音（ﾃｰ→ﾝﾃｰ↘ﾝﾃｰ↗ﾝ）を聞いて北海道に行きたくなった、訴訟
180,902716386081775616,毎度懲りずに「Jアラートは役に立たない」「鳴っても数分前で意味ない」と言う人がいますが、とりあえずこれを読んでみては。対ミサイル攻撃訓練に疑問をお持ちの方も。屋内避難だけでも大いに意味がありますし、市井の我々はデマに惑わされず、政府と共…
182,902713908036644864,けもフレ最終巻、設定資料なのにこういう墨塗りをしてくるので「SCPかよ……………………………………」ってなってる(とある箇所は墨塗りだらけ)
222,902410444731695104,円を買う→ミサイル撃つ→円高になる→円を売る→差益でミサイルを作るってやれば永久機関ではないか
225,902364748209020928,お、通しですうか？そもそも今でしょ！TNTN☆勃↑起↓
226,902364518008864768,案の定ニコ動のけもフレが「テレ東ありがとう」で埋まってる
227,902364510400405505,テレ東伝説に新たな1ページ・日本上空をミサイルが横切った特番ニュースをきっかり切り上げてけもフレ最終回放映
228,902364434923798528,日本「通勤時間にミサイル飛ばしやがった、あいつらイカれてやがる」北朝鮮「ミサイル飛ばしても通勤して仕事してる...あいつらイカれてやがる...」
229,902364355030695937,「クク・・・これはインドを3000倍にする薬だ・・」（流れ出す陽気なBGM）（集まってくる人々）（全員でダンス）
230,902364229834907648,SNS系の退会画面で「もしかしたら○○さんが悲しむかも知れませんよ」「まだ○○さんがあなたを待っています！」みたいなリコメンドを出すの割と効果ありそう
231,902364000209461248,「地下鉄に避難してください」とは言うけど対象地域で地下鉄が走ってるのが札幌と仙台しかないんだよなあ
232,902363725880889344,けものフレンズ放送休止するかもしれないから15年前に録画したやつみるか...
241,902310220604387328,"◆北朝鮮ミサイルが日本を通過①Jアラート発動←わかる②安倍総理が遺憾←まあわかる③来月も警戒が必要←わかる④北朝鮮は激イキり←わかる⑤""安全資産の日本円""買いが進む←わからん"
242,902308669143957505,テレ東、ＩＣＢＭが飛んてきて各局が報道する中でけものフレンズ最終話を予定どおり放映し、伝説となる
243,902308633278423040,海上保安庁の航行警報をよそに旅に出るかばんちゃん
244,902308479875956738,けもフレ最終回のボス「これまでにない深刻かつ重大な驚異だよ」
247,902268445517004800,このACコードpythonなのにすげー早いなと思ったらpythonからocamlコンパイルしてる頭おかしいコードだった
254,902157091200057344,夕立の下着っぽい！
255,902154011486203904,ら抜き言葉を認めるか否かみたいな話ではあるが、算用数字でなく漢数字を用いたほうがいい日本語ってのがあって、変動する何らかの数が数字部分に当てはまるものでなく単語として成立している日本語は漢数字を用いたほうがよく、例えば最上級を表す一番良いを1番良…
256,902153501949562880,これ僕
258,902151587426033664,痛みを我慢しながら走るのが美だったり「病気を言い訳にしない」みたいな価値観の24時間テレビですが、そろそろ「うつを言い訳にしない」みたいなことを言って、うつ病の人が会社に復帰する人の感動ドキュメンタリーとかやりかねないと思ってる
262,902133312377860101,習近平コーナー完全にバカにしてるだろこれw
263,902132864749248512,ゲーム中にコンセント抜かれておこなキタキツネちゃん
264,902132684062769154,A「今飲ませたのは3000倍になる薬だ…」B「くっ…何をする気だ！」A「100+100は？」B「は？12000じゃ…！？」C「くくく…気づいたかB、お前は数を900倍してしまう」A「そしてCは数を750倍する薬を飲んだ」C「さてAは数…
265,902130946127798273,BaHo煽り司るものBaHoられるものとのタイミングだから
268,902129943525466113,＞RTこういうのがあるからTwitter社はクズでち！でもAPIすら公開しない輩の方がある意味もっとクズでち！(過激派)
269,902129780375470080,「開発者との関係を回復したい」（APIキーを凍結しながら）（DM権限を剥奪しながら）（UserStreamの廃止を宣言しながら）（Restrictedfromperformingwriteactions）
270,902129364040421377,昔fate/zeroコラボロッテリアで熱心に壁や机の写真を撮ってるオタクたちを見て女子高生「うわぁ…写真撮るんだ…」女子高生2「ウチらだったらnewsだらけみたいなもんじゃん？そりゃ撮るっしょ」女子高生「それは撮るわー！撮りまくるわー！」って会話し…
274,902120385356849153,アタランテちゃ
276,902120333351587842,お題箱投函いただきましたがアタランテちゃんはわたしもすきです描きます
277,902120050001248256,twitter社の「サポートしたい」がどの程度のものなのかについては、全サードパーティ開発者が知っている。具体的に言うと、いきなり制限して放置し、急に「やっぱ間違いだった。信頼回復したい」と言い出してその後、放置する。
278,902119932137136128,見るだけ！
279,902119051698114561,☆✌＞ワ・)
280,902118842532429825,学力テストで北海道の学力が全科目において全国平均を下回ったニュース。道教委は授業外の学習環境の改善を求める。木古内小学校では帰りの会のあとに２０分間の居残り学習を行なっている。疑問しかないニュースだ。
281,902118456627142660,豚がそこらへんで歩いてたり店のなかを食い散らかしてるって記事をみてたからどうなってるのか気になってたけど、民家もお店も全部出入りできないようになってた。
284,902118078670028802,福島県で原子力発電所の現状を見てきました。距離が近くなっていくにつれて建物に柵が立てられており、電工掲示板には「2.394μSv/1h」と一時間あたりの被爆量も表示されていました。仙台への通り道だからか、バスなどの車は通行証を利用してもっと奥…
285,902117741657604097,熱盛を描いてしまいました失礼しました
286,902117559922601986,みこっと玉藻さんも
287,902117426807980032,おっさんプログラマーが口にしがちなおっさんギャグ・goに入りてはgoに従え・Scalaですから・mavenで明文化・長いものにMackerel・pull～gitpull～
288,902117035731165189,子供「んで、材料はどうすんの」夏休み工作代行業者「この予算ですと、プラスチックで」子供「ハァ？やる気あんのかよ！プラじゃ子供が頑張った感が出ないだろ？」業者「す、すいません！」子供「ハンズで木を買ってくんだよ。血の跡とか汚しも入れろよ！」業…
289,902116762258309120,こんな感じに通知が来ます
290,902115568378978308,体罰とかツイートしてる奴おったけど、とりあえず見ろよ！！！マスコミみたいに、印象操作するのは良くないぞ！！先生の真剣な部分が乗ってるから！
291,902111921666572288,仕事と信頼と貯金と婚約者を失うことになった男の愚行(厂˙ω˙)厂
295,902088891473076224,元帥さまぁちゅー♥
299,902087116561170432,これが例のバイクの日の龍神のティッシュ配りか(笑)心臓に悪い
303,902084596270907392,遺品整理業者さんの孤独死ミニチュアセンスもディテールも凄い！製作は可愛らしいお姉さん、「現場写真だけでは伝わらない！」とのことネットへアップは快諾でした
304,902084278137131008,「夏休みの工作代行はけしからん！なんの意味もない！」という意見があるけど、業者の選定→要件定義→納期と価格の交渉→納品と検品、みたいなとこまで子供にやらせれば、そこそこ意味があるのではなかろうか。
305,902084206712336384,今週は北海道に行くんだけど、「パスポート……いらない。電圧も一緒。円は……使える。ESTAもVISAも取得しないで大丈夫」って感じで、必要なもの確認してるけど何もかもいらないし、しかも日本語が通じるし、北海道すごい！！ってなってる。
312,902082323281133568,「これは感度が1/3000倍になる薬だ」「それは、もしかして……」「「鎮痛剤」」
313,902082284001517568,だからこういうカタチでお願いしてるのだ、、、五分で終わるから協力してほしいのだ、、、
314,902081426476040192,オタク運河
315,902081412903297026,数年前から小樽で毎年オタクイベントやるようになったのもたぶん市の職員の誰かが小樽とオタクが一字違いなのに気付いたところが出発点なんだろうな。
322,902037646486061057,LINEの通知を複数端末で受け取れるサービス/アプリとかないのかな
323,902037436791787520,夏休みの工作として北朝鮮に潜入して民主化を扇動する
324,902036858942636032,拗らせキモオタクに告白の成功率はスペックじゃない、相手との親密度や性格の一致が大事だというそれなりに真実味のある説を吹き込むと、2日に一回挨拶したら返してもらえたり落し物拾ってもらえたぐらいで運命を確信するので、拗らせキモオタクには告白…
325,902035679449833472,アニサマ入場検査が厳重になりアルコール検知器まで導入され酒が完全取締状況になった結果、コーラのペットボトルにウィスキー混入させてコークハイを作って持ち込んだりオタクが必死に検査を掻い潜り酒を持ち込もうとしてるのを見ると禁酒法が制定され裏で密…
326,902035230717968385,うちの息子達の所にもオファー来たけどノーギャラどころか交通費も自分持ち。しかも夏休み全て返上しろ。部活もやめろ。誰が出るねん、バカにするな。
327,902035137235267586,（一部の）国民的感動ポルノ「24時間テレビ」があったことを思い出しました。視聴者に感動の押し付け、出演者（芸能人）には高額のギャラ、当の出演者（素人）は絶賛ノーギャラの素晴らしい番組だったとか。チャリティの意味を知っている人間ならとてもじゃないけど…
328,902035005106356225,昔、障がい者施設にいた筋ジスの障がい者とバンド組んで施設で演奏会とかして楽しんでた。んで日テレから24時間テレビに出演しませんか？ってオファー来て、ここぞとばかりにかっこよく「俺たちに払うギャラ全部募金してくれ」っつったら、「すみません、ノーギャラな…
329,902034527270273028,米国人の後輩ジェフが「日本では小学校から社畜教育してませんか？」と言う為、理由を聞くと「友人の子供の夏休みの宿題、毎日の絵日記とラジオ体操、ゴーヤ観察日記、漢字算数ドリル、自由研究があるそうです。休みなのに休めない。時間外の持ち帰り仕事と同じで…
330,902034166253883395,テレビもねえ！ラジオもねえ！車もそれほど走ってねえ！水場がねえ！人も居ねえ！どこまで行っても砂ばっか！ジイさんも！バアさんも！遺伝子異常で怪物に！自我も無く！人喰らう！化け物だらけのこの世界！食糧や！ガソリンを！欲して暴徒も襲い来る！何人を…
331,902033575272374280,エセ北海道民「あれ？札駅南口になまら人集まってない？」北海道民「平日の夕方だからね」エセ北海道民「え？」北海道民「しかも今日は4万円か」エセ北海道民「？？」北海道民「奥さん！？」エセ北海道民「奥さんって？」北海道民「こいつエセだ！！南区…
334,902031059851796480,vim好きなメンバートークを特別配信
335,902031031691132929,❌ミスに厳しい⭕予想外の事態に対応する能力がないってイタリア人のひとが言ってた
336,902030971632926720,TLで「日本のITの弱さはミスに寛容ではない所」という記事を見かけたけど、その通りかもしれない。IT導入でコスト削減や良質のサービス提供ができる反面、問題の影響が大きくなり易いから、ミスに対して厳しくなり、エンジニアの挑戦意欲や、失敗する事で得られる…
337,902030696771764228,世間がインスタ映えとか言ってる中ハイエースに男6人全日野宿で四国一周したらそれどころではなかった件。
338,902030405213106176,昨日、大阪府某市で橋の上で見つけたタイルのイラスト、夏を表すセミのイラストなんだけれども（四季が順番に並んでいる）、パッと見てこういう感じのヤバいおっさんのイラストに見えた。正直に告白すると、いまでもそういう感じに見える。
339,902030240460881921,バイト中に小学生くらいの女の子が「商品落として壊しちゃいました…」ってわざわざ持ってきてくれたんだけど後から来たその子の母親が「何で店の人に言うの！？」って怒鳴るし私には「それ買う気ないからお金払わないよ」って言って女の子引っ張ってお店出てったの、も…
340,902030039650205701,加計学園が新設する大学にワインセラーがあるなんてけしからん、庶民感覚からの乖離！！とかなんとか言ってる政治家の皆さまは、開学140周年記念セレモニーで世界各国から姉妹大学学長がやってきたのに学食に毛が生えた程度の施設でレセプションをする羽目になった筑波大…
341,902027492566867968,ツイッター凍結事件で古の個人サイト時代が戻ってくるっつうことか・・・ワクワクしてきた・・・みんな同盟組んでサーチに登録だ・・・・キリ番でリクエストして感想はBBSに・・・・
342,902027403911880704,けもフレあらーむを購入した百合厨の先人達「かばんちゃんがいない」「ひとりぼっちのサーバルちゃんを見るのがつらい」「サーバルちゃんの視線の先にあるのはぼくではなくかばんちゃんであるべき」↓ぼく「ほーん…」購入↓ぼく「つらい」
346,902025782389686272,ギンギツネェ…
347,902025753935593472,ギン！
348,902024057259884545,クラスの女の子がいきなり泣き出して、先生が「どうしたの？言ってごらん」って優しく諭したら「家出る時バルサンやってきたけど、よく考えたらお父さんが寝てたかもしれない」って言って教室が騒然となった話、本当好き。
350,902023630715994112,ところで輪厚PAって結構規模大きくね。大きいお店も食堂もあるし
351,902023551024152576,うっ（即死）
361,901979363796631552,共学だった女子の70%が彼氏に奢ってもらうことの方が多くて、女子校だった女子の80%がデートで割り勘にしてるって雑誌に書いてあったから、金欠の人は女子校の子と付き合えばいいんだよ
362,901978898572894208,おかしいな・・・早起きしたからかな・・・
363,901977294293540865,早く「スーツ＝きっちりしている」という概念を取っ払ってもらいたいものだ。この暑さでスーツ着てる人が本当にきっちり物事を考えられる人かどうか。暑さにちゃんと対処してる人の方がよほど賢いように思うが。
364,901976724325384193,「子どもの変化を見逃さないで」って大人が躍起になって首相イジメやってたら気付くわけがないよなぁ。
365,901976649683451904,「今飲ませたのは感度が3000倍になるくすr」「ア″！！！！！！！！！！！！！！！（口内炎で死亡）」
368,901975952573456384,佐藤氏は、安倍批判の前提となる事実をすっ飛ばして、安倍批判ありきという政局的前提に立って、そのネタ探しをしているに過ぎない。だから加戸氏の発言のように安倍批判に結びつかない事実は「報道する価値がない」ことになる。
369,901975933459898368,どういう場合に「優遇」があったと見られるかというと、本来認可されない学校が認可されたとか、対等な競争相手がいるのに合理的理由なく一方だけ認可されたという場合だが、その判断においては、認可申請の必要性や妥当性が問題にな…
370,901975897632161792,佐藤氏は「なぜ首相の友人の大学に決まったのか」が問題の本質だと言うが、大学の経営者が首相の友人かどうかは許認可の判断要素になり得ない。友人の大学が友人であることによって何らかの優遇措置を受けた」とすれば問題になるが、…
371,901975884927721472,加戸氏の発言があまり報道されなかったのは、報道する価値がなかったからにすぎない。なぜ首相の友人の大学に決まったのか、そのプロセスこそが加計問題の本質だが、加戸氏が国会で語ったのは「いかに愛媛に獣医学部が必要か」という域を出なかった。http…
372,901975384450678784,24時間TVで鉄腕DASHがお休みだなんて。チャリティ番組なのに多額のギャラが発生する24時間TVより、ジャニーズ総出で途上国に家を建て土地を開拓し海をきれいにする24時間DASHのほうがよっぽど世界を救うかもしれないじゃない。
373,901975178988498944,失礼いたしました、熱盛のテレビ局を間違えてしまいました
374,901974876172369920,佐藤氏のこういう発言を見て思うのは、国民の知る権利を最も侵害していたのはマスコミだったのだな、ということ。インターネットの普及により少しずつ風穴が開いてきたようだが。
377,901973264305602560,クラウドファウンディングって、クリエイティヴ業界における弱者救済システムだったと思うんだけど、やっぱりいつの間にか有名人や企業が参入してきて、本来ならば弱クリエイターに回るはずの金があらぬ方向に飛んでいくようになっちゃった……。
381,901972298789412865,ドライブ疲れるから函館新外環状線全線開通あくしろよ
383,901971966252298241,恵比寿駅人身事故痴漢冤罪↓駅員に取り押さえられ↓『間も無く電車が参ります』↓突然飛び出して↓カバンをホームドアに叩きつけ↓ホームドア飛び越え↓ジャンプ！↓車両先頭と衝突=人身事故悲惨。
384,901971509593260032,体育会系やら部活の顧問やらがよくやる「帰れ！」って言ってキレたあとに帰ろうとすると「帰るな！」とか言ってさらにキレるやつ、ダブルバインドってやつで、やられた子供の精神はズタズタになるので、そういう輩からはさっさと指導できる権利や教員免許を剥奪し…
385,901970602692460544,２４時間テレビの話題だと何度でも同じ事書くけど、１９８０年の第３回は、深夜にアメリカからの衛星中継ライブでDEVOが登場して、演奏はせずPV流して、あとはただトークで悪ふざけをして、それを通訳の小林克也さんがデタラメに訳し、日本側が困惑する、という…
386,901970490973028353,娘の買ったラムネ。正直、焦ってしまった。。。(-_-;)(-_-;)(-_-;)ホンマ、大人は嫌(駄目)だね～。
387,901970338283569152,アニメカービィに出てくるモスガバーの歌（モスラのパロディ）歌詞並び変えると「任天堂おっきいけど支社は神田のビル山梨HAL研はちっちゃいな食いもんに困るよ」（HAL研はカービィ作ってる山梨の子会社）和製サウスパークは伊達じゃないhtt…
392,901968282885881858,それなりにRTされたらクソリプも来ることは覚悟しなきゃ。思わぬ視点からの反応だってあるし、いろんなキチガイがいることを教えてくれる。
394,901967998839164929,APAホテル秋葉原駅電気街口、ドスパラパーツ館（T-ZONE）跡地に本日オープン、一階にはステーキハウス。こんなパーツの通りなんかにホテルと思ったけど、それでもコミケ時期とか満室なんだろうな。あと「電気街口」という命名に違和感あり
395,901967779829395457,「フェネックの中あったかいのだ～～！」
396,901967705648930818,がホームドアあるのに発生した。1番ホームにはカバンが落ちている。
397,901967531459526656,描きました。えろｈ…じゃなくて、環いろはちゃんです。
398,901966606351216642,心の狭い人がクソリプするわけなんだが…
399,901966558930526209,ツイッター始めてもう8年くらいになるけど、始めたばかりの頃は「FF外から失礼します」なんていう文化なくて、むしろツイッターの性質上外から失礼されるのが当たり前だと思うんだけど、いちいちそれを言わないと無礼、失礼、マナーがなってないってことになるっ…
400,901966515393540096,「彼はさだまさしです」「HeisSadmadassassin」
403,901965696862535681,なんか舛添前都知事がテレビ番組に出て、カップ麺を食べる貧乏生活を主張されているらしいですが、完全にダウト。節約の実態を知らない人はすぐにカップ麺＝貧乏生活と思い込みがちですが、本当にコストをセーブできるのは米とパスタです。カップ麺など贅沢品！相変わらず…
404,901965609306513408,施工者「建物できたし、換気とか排水とか設備まわすやで」小池「ちょっと、まだ移転させないわよ、とめときなさいよ、無駄じゃないの！！！」施工者「えっどうなっても知らんで？」小池「アテクシが止めろっつったら止めるんだよ！！このハゲー！！！！」↓…
405,901964860136742912,「このアカウントパクツイbotなんだけど」Twitter「知らん！」「このアカウントスパム広告ばっかりなんだけど」Twitter「好きにしろそんなの」「この絵師がムカつく」Twitter「OK！凍結しといた！」みたいなイメージが(実態はとも…
406,901963742803517440,１５年前、文科省さんが公立学校エアコン設置の予算つけようとしましたが財務省さんに反対されました（「北海道東北北陸を外す」という地方格差を容認する条件ですら認められなかった・・・コレ通ってたらエアコンはかなり設置されたのに・・・）https:/…
408,901843426861211648,ちょっと待てよ！！！！！！
409,901843341414772736,サンシャイナー｢西武のレッドアローにAqoursのラッピングがなされるなら特別車内放送もあるぞこれ！予約したろ！｣高海千歌｢みんなー、今日は西武鉄d｢ウォオオオオオオオオオオオン(抵抗制御のおと)カタタタタタカタカタカタタタ(カム軸の…
410,901841670685073408,githubでブランチを切りすぎたかみなさんの挑戦お待ち
411,901841544080121856,これを見てアニメーション制作会社ufotableの凄さを是非知って欲しい…
412,901840984828346368,僕の知らないscss界隈があってやっぱスタイリングって闇だなと思った次第でした。
415,901839121064140800,今回の場合は、scssファイルの中身がcssと完全互換だったためローカルでは勝手に解釈しちゃったけど、https通信上だと読み込みが入らなかったとかそういう感じだと思う
420,901837018392436736,（今更ですけどindex.scssが自動コンパイルされてなかったんじゃないですかね）
423,901827306108235776,「日暮里」「代々木」「御徒町」あたり相当な難読地名だと思うんだが、あいつら首都をいいことに「日本人なら読めるっしょ？」みたいな顔をしてるのが気に入らない
424,901827281718460416,みこーんrkgk
425,901774807645040642,今日は、の投票日です！！！
426,901774607669006336,絵師「お前殺すぞｗ」Twitter「はいアウト！凍結！ｗ」恒心教徒「唐澤貴洋○す」Twitter「ご報告されたツイートに問題は見つかりませんでした」
427,901774197092884480,セックスしないと出られない部屋、設備が充実しまくっているので無理に出る必要はまったくない、だがそこに放り込まれた二人は共同生活を続けていくうちにセックスがしたくなる、しかしこの贅沢三昧な日々を抜け出せば月手取り10万、築25年のボロアパートが待つ現…
428,901774038422261763,〇〇がいない！とか〇〇が順位低いとか...お前らに任せたらこうなるだろ！
430,901773503891881984,吹奏楽部出身しか分からないこと選手権の入選作品を発表します。全て画像にあります。まだまだ沢山あります。
431,901773112282189825,これすごい・・・スリットの効果によってミッキーに見えてしまう錯視だってさ
433,901772917318443012,"スタバなう！w(ラーメン山岡家函館鍛冶店in函館市,北海道)"
434,901772727048069121,24時間テレビの裏で、障害者の方の「障害者ががんばってるの見てそもそも面白いですか？」というメッセージを流すの、ほんと攻めてるわ。
435,901770898767699968,他にもワインの飲める大学を紹介。一枚目の画像。大阪工業大学の食堂は夜間になるとイタリアンレストランになりワインも飲める。２枚目。京都大学のレストラン。ワイン有。３枚目は首都大学東京内にあるレストラン。ワイン、カクテル有。本当にいくらでもあるんだっ…
436,901766290041212928,チノちゃんヘアアレンジ②
437,901668276186472450,24時間テレビについて思うのは、かつてはあの番組が障害者差別の解消に貢献したこと(始まった40年前は障害者差別が今より遥かに酷かった)。その過程で、「障害者=感動」の方程式が作られたこと。そして、障害者の社会参加が当たり前になった今、番組はその…
438,901667883415101440,いろはちゃんの水着キャンペーンやってますけど、純真無垢ないろはちゃんが水着姿を晒すとは考えにくいのでこの件にも八雲みたまさんが一枚噛んでそうだなっていうアレです
440,901667771708194816,【情報】渋谷でロッカー荒しにあいました。交番で話をしたら、このロッカーは被害が多発していて、管理側も問題がある、ヤバイロッカーみたいです。渋谷で遊ぶ人はここになるべく荷物を預けない方がいい。しぶや百軒店のアーチの真向かいです。http…
441,901667494766665729,続き）そんな記事という商品の集合体がブログ。陳列商品すべてに魅力があるお店はやっぱり話題になりますし、逆にチープな商品しか売られていないお店は話題にならないのは、現実でもネットでも同じですね。引き続き、ブログというお店をいかに魅力的にできるか…
442,901667483148460032,【そしていくらパッケージが派手でも、中身が伴っていないと…
443,901667008390979585,それと今回通報されたツイートですが、自分自身に対して〇すというツイートが通報の対象でした。
444,901666293538893824,耐熱性
445,901665959135416320,rkgk
446,901662411140108290,24時間テレビのマラソン、TopGearだったら「日本ではまだ車輪が発明されていないようですね、幸いにも私は文明人なのでこれを使います。日本人に理解できるかどうか分かりませんが……“““自動車”””と言います」って言われる。
447,901662339832758272,雪美ちゃんの水着が素晴らしいって話
448,901661953860354048,タレントが戦争になったら戦場に行きたくないたら偉い人からどうぞたら言ってるけど、現在の日本の防衛ドクトリンはイキナリ本土決戦なので「戦場に行く」んじゃなくて「日本が戦場になる」んだよ。そう言う心配は、他国並みに策源地攻撃の能力持ってからの話で、今は、その…
449,901661631817498624,2017年になってもニコニコ動画の生放送の映像ブツブツ切れる
450,901651355588104194,東大法学部に計量分析の授業がありません。計量政治学が盛んな今日でも、米大の教授が夏に帰国して研究者志望向けに集中講義する以外ない。つまり、東大法・官僚志向でデータ分析を齧ったことある人は非常に少ない。これは、中央官僚がデータによる政策評価…
451,901651229364723712,個人的には24時間テレビの企画自体もうやめなよ時代に合ってないよという気持ちしかないんですが、それを抜きにしても小児喘息を言い訳にせずという物言いは本当に酷いと思いました。小児喘息は言い訳とかじゃなく病気です。無理させることを良いこととするのは…
452,901650591843094528,納品されたDellのノートパソコンを開いたらMacOSが立ち上がった
453,901595611304157184,まじか！これすげぇ戦略だな。「ブルーベリーが目に効く」は第二次世界大戦中にイギリス軍が流したデマが元だった
454,901594922855174145,もうすぐ夏も終わりですね。
456,901474588864913408,［韓国］後続車がハイビームをつけるとリアウィンドウに幽霊が現れるステッカーを貼り周囲のクルマを驚かせた罪で30代の男を逮捕。
457,901474524771762176,絵師アカウント凍結騒動人は愚かである権利もあるので、問題の本質は「環境を良くすための精度が悪用されている」という点なので、凍結された人に下記窓口を教えてあげてほしいアカウントの凍結またはロックに異議申し立てをする。
458,901473861832556549,耳鼻科の先生に「ガイジ…ですかねぇ…」って言われて初対面でくっそ煽られたかと思ったら外耳炎のことだった
459,901473467853193216,あまりにもステージに馴染んでるから、任天堂がふざけてこういうデザインにしたのかと思った...w
460,901472768302006272,知り合いの食品加工業者から、「会社の電話番号の下4桁が、0157だが、やはり変えたほうがいいだろうか」という相談を受けた。
463,901472357776314368,古舘伊知郎時代の報ステ：「古舘伊知郎嫌い」「やる気ないでしょあの人」「オープニングは好き」富川悠太時代の報ステ：「熱盛ッ」「ﾝｱﾂﾓﾘｨｲｯ!」「ﾝﾅｧﾂﾓﾘｲｨﾝｯ!!」「ﾝｧﾅ--ｧｱｱｱﾂﾓﾘｲｲｲｲｬｯｯｯ!!!!」
464,901472303820689408,大学のゼミで指導についた玉藻先輩に最近ろくな物食べてないって話したらご飯作ってくれるって話になった、的なの描いた（何年か前のエイプリルフールのJDキャス狐）
465,901471953336139776,人工知能でなんとかできるのがFacebook人工知能でなんとかできないのがTwitter
466,901471838382858240,アカウント凍結担当者がブラックな環境で働かされて頭が回らなくなりとりあえず報告が多いアカウントから凍結させている説
475,901467230856138753,twitter社さんもうすこし通報受けたアカウントのことよく見てから凍結なりロックなりしてくれませんかね・・・このままだと無法地帯と化してしまうぞ・・・
477,901467079672332288,草
478,901441711334768640,サンデードライバーが右車線トロトロ走ってる時の心境
481,901426560904839168,現実的な話やめたれーや！
483,901426291739471872,◆新興国も仕事消滅◆Wi-Fi捕まえにシンガポールのマックに来たら、タッチパネルでカードor電子決済だった。現金のレジもあるけど長蛇の列。レジ定員の「スマイル0」も伝説になりつつあるなぁWi-Fi設定の国選択欄は、中国やインド…
484,901426018782552065,事故物件をググってたら、事故物件に住んでる芸人がシャワー浴びてる時に鏡に指で書いたような文字が「シ」と浮かび上がってきて次はきっと「ネ」だ怖い…と思ったら最終的に「シャンプー」と浮かび上がってシャンプーボトルを確かめたらカラで換え時を教えてく…
486,901425879905062912,今までで一番ヤベェ部屋に泊まっています
487,901424915944849409,全国各地のインターネット障害で、米IT大手グーグルは原因がグーグルにあったと認め、謝罪する声明発表。
488,901424677276401664,いや私もそう思うよ村尾さん。
